"startTime";"endTime";"aFRR energy volume weighted average price, local selection, up"
"2025-04-03T12:45:00.000Z";"2025-04-03T13:00:00.000Z";25
"2025-04-03T13:30:00.000Z";"2025-04-03T13:45:00.000Z";24.3
"2025-04-03T13:45:00.000Z";"2025-04-03T14:00:00.000Z";75.74
"2025-04-03T14:00:00.000Z";"2025-04-03T14:15:00.000Z";25
"2025-04-03T15:00:00.000Z";"2025-04-03T15:15:00.000Z";11.8
"2025-04-03T15:15:00.000Z";"2025-04-03T15:30:00.000Z";15.96
"2025-04-03T15:30:00.000Z";"2025-04-03T15:45:00.000Z";20
"2025-04-03T15:45:00.000Z";"2025-04-03T16:00:00.000Z";20
"2025-04-03T16:30:00.000Z";"2025-04-03T16:45:00.000Z";10.09
"2025-04-03T16:45:00.000Z";"2025-04-03T17:00:00.000Z";13.59
"2025-04-03T17:30:00.000Z";"2025-04-03T17:45:00.000Z";21.04
"2025-04-03T17:45:00.000Z";"2025-04-03T18:00:00.000Z";121.05
"2025-04-03T18:00:00.000Z";"2025-04-03T18:15:00.000Z";5.22
"2025-04-03T18:15:00.000Z";"2025-04-03T18:30:00.000Z";14.7
"2025-04-03T19:30:00.000Z";"2025-04-03T19:45:00.000Z";0.91
"2025-04-03T21:00:00.000Z";"2025-04-03T21:15:00.000Z";31.87
"2025-04-03T22:00:00.000Z";"2025-04-03T22:15:00.000Z";18.28
"2025-04-03T22:15:00.000Z";"2025-04-03T22:30:00.000Z";60.03
"2025-04-03T23:15:00.000Z";"2025-04-03T23:30:00.000Z";22.34
"2025-04-03T23:30:00.000Z";"2025-04-03T23:45:00.000Z";25
"2025-04-04T00:30:00.000Z";"2025-04-04T00:45:00.000Z";-2.2
"2025-04-04T01:45:00.000Z";"2025-04-04T02:00:00.000Z";1.5
"2025-04-04T02:15:00.000Z";"2025-04-04T02:30:00.000Z";12.6
"2025-04-04T02:30:00.000Z";"2025-04-04T02:45:00.000Z";29.87
"2025-04-04T02:45:00.000Z";"2025-04-04T03:00:00.000Z";81.33
"2025-04-04T03:15:00.000Z";"2025-04-04T03:30:00.000Z";18.75
"2025-04-04T03:30:00.000Z";"2025-04-04T03:45:00.000Z";21.57
"2025-04-04T03:45:00.000Z";"2025-04-04T04:00:00.000Z";44.83
"2025-04-04T04:30:00.000Z";"2025-04-04T04:45:00.000Z";43.27
"2025-04-04T04:45:00.000Z";"2025-04-04T05:00:00.000Z";55.26
"2025-04-04T05:45:00.000Z";"2025-04-04T06:00:00.000Z";40.73
"2025-04-04T06:00:00.000Z";"2025-04-04T06:15:00.000Z";30.15
"2025-04-04T08:15:00.000Z";"2025-04-04T08:30:00.000Z";30.2
"2025-04-04T08:45:00.000Z";"2025-04-04T09:00:00.000Z";20.45
"2025-04-04T09:00:00.000Z";"2025-04-04T09:15:00.000Z";40.87
"2025-04-04T09:45:00.000Z";"2025-04-04T10:00:00.000Z";2.37
"2025-04-04T10:00:00.000Z";"2025-04-04T10:15:00.000Z";13.1
"2025-04-04T10:45:00.000Z";"2025-04-04T11:00:00.000Z";24.08
"2025-04-04T11:00:00.000Z";"2025-04-04T11:15:00.000Z";46.1
"2025-04-04T11:15:00.000Z";"2025-04-04T11:30:00.000Z";70
"2025-04-04T11:30:00.000Z";"2025-04-04T11:45:00.000Z";38.37
"2025-04-04T13:00:00.000Z";"2025-04-04T13:15:00.000Z";29.78
"2025-04-04T13:30:00.000Z";"2025-04-04T13:45:00.000Z";-12.91
"2025-04-04T13:45:00.000Z";"2025-04-04T14:00:00.000Z";62.37
"2025-04-04T14:15:00.000Z";"2025-04-04T14:30:00.000Z";17.86
"2025-04-04T14:30:00.000Z";"2025-04-04T14:45:00.000Z";15
"2025-04-04T14:45:00.000Z";"2025-04-04T15:00:00.000Z";41.36
"2025-04-04T15:30:00.000Z";"2025-04-04T15:45:00.000Z";59.07
"2025-04-04T16:15:00.000Z";"2025-04-04T16:30:00.000Z";23.12
"2025-04-04T16:30:00.000Z";"2025-04-04T16:45:00.000Z";74.37
"2025-04-04T17:00:00.000Z";"2025-04-04T17:15:00.000Z";215
"2025-04-04T18:30:00.000Z";"2025-04-04T18:45:00.000Z";74.44
"2025-04-04T18:45:00.000Z";"2025-04-04T19:00:00.000Z";275.01
"2025-04-04T19:00:00.000Z";"2025-04-04T19:15:00.000Z";76.89
"2025-04-04T19:15:00.000Z";"2025-04-04T19:30:00.000Z";115.07
"2025-04-04T19:30:00.000Z";"2025-04-04T19:45:00.000Z";25
"2025-04-04T20:00:00.000Z";"2025-04-04T20:15:00.000Z";62.95
"2025-04-04T20:15:00.000Z";"2025-04-04T20:30:00.000Z";25
"2025-04-04T20:30:00.000Z";"2025-04-04T20:45:00.000Z";33.79
"2025-04-04T20:45:00.000Z";"2025-04-04T21:00:00.000Z";114.71
"2025-04-04T21:30:00.000Z";"2025-04-04T21:45:00.000Z";56.07
"2025-04-04T22:00:00.000Z";"2025-04-04T22:15:00.000Z";71.54
"2025-04-04T22:15:00.000Z";"2025-04-04T22:30:00.000Z";275.01
"2025-04-04T23:00:00.000Z";"2025-04-04T23:15:00.000Z";73.16
"2025-04-05T00:15:00.000Z";"2025-04-05T00:30:00.000Z";94.83
"2025-04-05T00:30:00.000Z";"2025-04-05T00:45:00.000Z";275.01
"2025-04-05T01:30:00.000Z";"2025-04-05T01:45:00.000Z";75.17
"2025-04-05T02:00:00.000Z";"2025-04-05T02:15:00.000Z";126.14
"2025-04-05T02:15:00.000Z";"2025-04-05T02:30:00.000Z";97.32
"2025-04-05T02:30:00.000Z";"2025-04-05T02:45:00.000Z";86.95
"2025-04-05T02:45:00.000Z";"2025-04-05T03:00:00.000Z";133.13
"2025-04-05T03:00:00.000Z";"2025-04-05T03:15:00.000Z";115.58
"2025-04-05T03:30:00.000Z";"2025-04-05T03:45:00.000Z";44.19
"2025-04-05T03:45:00.000Z";"2025-04-05T04:00:00.000Z";58
"2025-04-05T04:00:00.000Z";"2025-04-05T04:15:00.000Z";129.75
"2025-04-05T04:15:00.000Z";"2025-04-05T04:30:00.000Z";31.3
"2025-04-05T04:30:00.000Z";"2025-04-05T04:45:00.000Z";25
"2025-04-05T04:45:00.000Z";"2025-04-05T05:00:00.000Z";50.6
"2025-04-05T05:00:00.000Z";"2025-04-05T05:15:00.000Z";78.11
"2025-04-05T05:45:00.000Z";"2025-04-05T06:00:00.000Z";50.71
"2025-04-05T06:00:00.000Z";"2025-04-05T06:15:00.000Z";123.63
"2025-04-05T06:15:00.000Z";"2025-04-05T06:30:00.000Z";137.99
"2025-04-05T07:00:00.000Z";"2025-04-05T07:15:00.000Z";87
"2025-04-05T07:45:00.000Z";"2025-04-05T08:00:00.000Z";78.94
"2025-04-05T08:00:00.000Z";"2025-04-05T08:15:00.000Z";76.55
"2025-04-05T08:30:00.000Z";"2025-04-05T08:45:00.000Z";21.99
"2025-04-05T08:45:00.000Z";"2025-04-05T09:00:00.000Z";47.79
"2025-04-05T09:00:00.000Z";"2025-04-05T09:15:00.000Z";37.26
"2025-04-05T09:45:00.000Z";"2025-04-05T10:00:00.000Z";25.47
"2025-04-05T10:00:00.000Z";"2025-04-05T10:15:00.000Z";55.01
"2025-04-05T10:30:00.000Z";"2025-04-05T10:45:00.000Z";160.66
"2025-04-05T10:45:00.000Z";"2025-04-05T11:00:00.000Z";105
"2025-04-05T11:00:00.000Z";"2025-04-05T11:15:00.000Z";171.55
"2025-04-05T11:15:00.000Z";"2025-04-05T11:30:00.000Z";195
"2025-04-05T12:30:00.000Z";"2025-04-05T12:45:00.000Z";86.53
"2025-04-05T12:45:00.000Z";"2025-04-05T13:00:00.000Z";49.17
"2025-04-05T13:00:00.000Z";"2025-04-05T13:15:00.000Z";94.39
"2025-04-05T15:00:00.000Z";"2025-04-05T15:15:00.000Z";38.92
"2025-04-05T15:15:00.000Z";"2025-04-05T15:30:00.000Z";124.01
"2025-04-05T15:30:00.000Z";"2025-04-05T15:45:00.000Z";174.29
"2025-04-05T16:00:00.000Z";"2025-04-05T16:15:00.000Z";106.99
"2025-04-05T16:30:00.000Z";"2025-04-05T16:45:00.000Z";144.57
"2025-04-05T20:00:00.000Z";"2025-04-05T20:15:00.000Z";62.67
"2025-04-05T21:00:00.000Z";"2025-04-05T21:15:00.000Z";98.76
"2025-04-05T22:00:00.000Z";"2025-04-05T22:15:00.000Z";77.57
"2025-04-05T23:00:00.000Z";"2025-04-05T23:15:00.000Z";61.71
"2025-04-05T23:15:00.000Z";"2025-04-05T23:30:00.000Z";66.79
"2025-04-06T00:00:00.000Z";"2025-04-06T00:15:00.000Z";56.04
"2025-04-06T01:00:00.000Z";"2025-04-06T01:15:00.000Z";58.17
"2025-04-06T01:15:00.000Z";"2025-04-06T01:30:00.000Z";112.49
"2025-04-06T01:30:00.000Z";"2025-04-06T01:45:00.000Z";113.61
"2025-04-06T01:45:00.000Z";"2025-04-06T02:00:00.000Z";52.01
"2025-04-06T02:00:00.000Z";"2025-04-06T02:15:00.000Z";56.8
"2025-04-06T02:15:00.000Z";"2025-04-06T02:30:00.000Z";78.32
"2025-04-06T02:30:00.000Z";"2025-04-06T02:45:00.000Z";122.36
"2025-04-06T03:45:00.000Z";"2025-04-06T04:00:00.000Z";39.24
"2025-04-06T04:30:00.000Z";"2025-04-06T04:45:00.000Z";69.39
"2025-04-06T05:00:00.000Z";"2025-04-06T05:15:00.000Z";149.57
"2025-04-06T05:15:00.000Z";"2025-04-06T05:30:00.000Z";120.92
"2025-04-06T05:30:00.000Z";"2025-04-06T05:45:00.000Z";95
"2025-04-06T05:45:00.000Z";"2025-04-06T06:00:00.000Z";95
"2025-04-06T06:00:00.000Z";"2025-04-06T06:15:00.000Z";90.25
"2025-04-06T06:15:00.000Z";"2025-04-06T06:30:00.000Z";104.86
"2025-04-06T06:30:00.000Z";"2025-04-06T06:45:00.000Z";157.73
"2025-04-06T06:45:00.000Z";"2025-04-06T07:00:00.000Z";163
"2025-04-06T07:00:00.000Z";"2025-04-06T07:15:00.000Z";158
"2025-04-06T07:15:00.000Z";"2025-04-06T07:30:00.000Z";108.52
"2025-04-06T07:30:00.000Z";"2025-04-06T07:45:00.000Z";135.61
"2025-04-06T08:15:00.000Z";"2025-04-06T08:30:00.000Z";65.02
"2025-04-06T09:00:00.000Z";"2025-04-06T09:15:00.000Z";124.64
"2025-04-06T09:45:00.000Z";"2025-04-06T10:00:00.000Z";70
"2025-04-06T10:30:00.000Z";"2025-04-06T10:45:00.000Z";60.52
"2025-04-06T11:00:00.000Z";"2025-04-06T11:15:00.000Z";46.47
"2025-04-06T13:30:00.000Z";"2025-04-06T13:45:00.000Z";97.6
"2025-04-06T13:45:00.000Z";"2025-04-06T14:00:00.000Z";154.26
"2025-04-06T14:00:00.000Z";"2025-04-06T14:15:00.000Z";241.94
"2025-04-06T14:30:00.000Z";"2025-04-06T14:45:00.000Z";90.19
"2025-04-06T14:45:00.000Z";"2025-04-06T15:00:00.000Z";180.31
"2025-04-06T15:00:00.000Z";"2025-04-06T15:15:00.000Z";146.26
"2025-04-06T15:15:00.000Z";"2025-04-06T15:30:00.000Z";160.2
"2025-04-06T15:30:00.000Z";"2025-04-06T15:45:00.000Z";195
"2025-04-06T15:45:00.000Z";"2025-04-06T16:00:00.000Z";50
"2025-04-06T16:00:00.000Z";"2025-04-06T16:15:00.000Z";95
"2025-04-06T16:45:00.000Z";"2025-04-06T17:00:00.000Z";92.56
"2025-04-06T17:45:00.000Z";"2025-04-06T18:00:00.000Z";109.3
"2025-04-06T18:00:00.000Z";"2025-04-06T18:15:00.000Z";140.95
"2025-04-06T19:00:00.000Z";"2025-04-06T19:15:00.000Z";123.27
"2025-04-06T21:00:00.000Z";"2025-04-06T21:15:00.000Z";41.19
"2025-04-06T21:45:00.000Z";"2025-04-06T22:00:00.000Z";32.61
"2025-04-06T22:00:00.000Z";"2025-04-06T22:15:00.000Z";24.02
"2025-04-06T22:15:00.000Z";"2025-04-06T22:30:00.000Z";23.81
"2025-04-06T22:30:00.000Z";"2025-04-06T22:45:00.000Z";25
"2025-04-07T01:30:00.000Z";"2025-04-07T01:45:00.000Z";14.08
"2025-04-07T02:15:00.000Z";"2025-04-07T02:30:00.000Z";23.8
"2025-04-07T02:30:00.000Z";"2025-04-07T02:45:00.000Z";24.92
"2025-04-07T03:15:00.000Z";"2025-04-07T03:30:00.000Z";48.51
"2025-04-07T03:30:00.000Z";"2025-04-07T03:45:00.000Z";69.25
"2025-04-07T03:45:00.000Z";"2025-04-07T04:00:00.000Z";80
"2025-04-07T04:30:00.000Z";"2025-04-07T04:45:00.000Z";63.36
"2025-04-07T04:45:00.000Z";"2025-04-07T05:00:00.000Z";70
"2025-04-07T05:00:00.000Z";"2025-04-07T05:15:00.000Z";207.68
"2025-04-07T05:30:00.000Z";"2025-04-07T05:45:00.000Z";195.41
"2025-04-07T06:15:00.000Z";"2025-04-07T06:30:00.000Z";168.79
"2025-04-07T06:30:00.000Z";"2025-04-07T06:45:00.000Z";195
"2025-04-07T10:00:00.000Z";"2025-04-07T10:15:00.000Z";65.66
"2025-04-07T11:00:00.000Z";"2025-04-07T11:15:00.000Z";22.56
"2025-04-07T11:15:00.000Z";"2025-04-07T11:30:00.000Z";33.33
"2025-04-07T12:00:00.000Z";"2025-04-07T12:15:00.000Z";40.04
"2025-04-07T12:15:00.000Z";"2025-04-07T12:30:00.000Z";61.52
"2025-04-07T12:30:00.000Z";"2025-04-07T12:45:00.000Z";69.68
"2025-04-07T15:45:00.000Z";"2025-04-07T16:00:00.000Z";120.2
"2025-04-07T16:00:00.000Z";"2025-04-07T16:15:00.000Z";135
"2025-04-07T16:30:00.000Z";"2025-04-07T16:45:00.000Z";154.65
"2025-04-07T17:00:00.000Z";"2025-04-07T17:15:00.000Z";202.69
"2025-04-07T17:15:00.000Z";"2025-04-07T17:30:00.000Z";195
"2025-04-07T17:45:00.000Z";"2025-04-07T18:00:00.000Z";186.57
"2025-04-07T18:00:00.000Z";"2025-04-07T18:15:00.000Z";203.6
"2025-04-07T18:15:00.000Z";"2025-04-07T18:30:00.000Z";207.01
"2025-04-07T18:30:00.000Z";"2025-04-07T18:45:00.000Z";172.9
"2025-04-07T19:15:00.000Z";"2025-04-07T19:30:00.000Z";152.77
"2025-04-07T21:00:00.000Z";"2025-04-07T21:15:00.000Z";75.83
"2025-04-07T21:15:00.000Z";"2025-04-07T21:30:00.000Z";63.92
"2025-04-08T04:15:00.000Z";"2025-04-08T04:30:00.000Z";151.73
"2025-04-08T05:15:00.000Z";"2025-04-08T05:30:00.000Z";145.17
"2025-04-08T05:30:00.000Z";"2025-04-08T05:45:00.000Z";136.29
"2025-04-08T05:45:00.000Z";"2025-04-08T06:00:00.000Z";203.07
"2025-04-08T08:00:00.000Z";"2025-04-08T08:15:00.000Z";24.66
"2025-04-08T08:15:00.000Z";"2025-04-08T08:30:00.000Z";53.94
"2025-04-08T09:00:00.000Z";"2025-04-08T09:15:00.000Z";13.77
"2025-04-08T09:15:00.000Z";"2025-04-08T09:30:00.000Z";33.67
"2025-04-08T10:00:00.000Z";"2025-04-08T10:15:00.000Z";10.86
"2025-04-08T11:15:00.000Z";"2025-04-08T11:30:00.000Z";8.81
"2025-04-08T11:30:00.000Z";"2025-04-08T11:45:00.000Z";23.48
"2025-04-08T12:30:00.000Z";"2025-04-08T12:45:00.000Z";38.53
"2025-04-08T14:00:00.000Z";"2025-04-08T14:15:00.000Z";6.3
"2025-04-08T14:45:00.000Z";"2025-04-08T15:00:00.000Z";27.39
"2025-04-08T15:00:00.000Z";"2025-04-08T15:15:00.000Z";47.42
"2025-04-08T15:15:00.000Z";"2025-04-08T15:30:00.000Z";30.2
"2025-04-08T15:30:00.000Z";"2025-04-08T15:45:00.000Z";50
"2025-04-08T16:45:00.000Z";"2025-04-08T17:00:00.000Z";24.2
"2025-04-08T17:00:00.000Z";"2025-04-08T17:15:00.000Z";26.46
"2025-04-08T17:15:00.000Z";"2025-04-08T17:30:00.000Z";22.9
"2025-04-08T18:00:00.000Z";"2025-04-08T18:15:00.000Z";19.93
"2025-04-08T20:00:00.000Z";"2025-04-08T20:15:00.000Z";27.67
"2025-04-08T20:15:00.000Z";"2025-04-08T20:30:00.000Z";36.97
"2025-04-08T21:00:00.000Z";"2025-04-08T21:15:00.000Z";18.83
"2025-04-08T23:00:00.000Z";"2025-04-08T23:15:00.000Z";6.66
"2025-04-08T23:15:00.000Z";"2025-04-08T23:30:00.000Z";20
"2025-04-08T23:30:00.000Z";"2025-04-08T23:45:00.000Z";30.14
"2025-04-09T00:45:00.000Z";"2025-04-09T01:00:00.000Z";20.99
"2025-04-09T01:00:00.000Z";"2025-04-09T01:15:00.000Z";55
"2025-04-09T01:15:00.000Z";"2025-04-09T01:30:00.000Z";36.2
"2025-04-09T01:45:00.000Z";"2025-04-09T02:00:00.000Z";5.49
"2025-04-09T02:00:00.000Z";"2025-04-09T02:15:00.000Z";28.53
"2025-04-09T03:30:00.000Z";"2025-04-09T03:45:00.000Z";29.67
"2025-04-09T04:45:00.000Z";"2025-04-09T05:00:00.000Z";21.83
"2025-04-09T05:00:00.000Z";"2025-04-09T05:15:00.000Z";36.17
"2025-04-09T06:00:00.000Z";"2025-04-09T06:15:00.000Z";16.49
"2025-04-09T06:15:00.000Z";"2025-04-09T06:30:00.000Z";35.6
"2025-04-09T07:00:00.000Z";"2025-04-09T07:15:00.000Z";14.04
"2025-04-09T07:15:00.000Z";"2025-04-09T07:30:00.000Z";39
"2025-04-09T08:00:00.000Z";"2025-04-09T08:15:00.000Z";19.39
"2025-04-09T08:15:00.000Z";"2025-04-09T08:30:00.000Z";29.96
"2025-04-09T08:45:00.000Z";"2025-04-09T09:00:00.000Z";16.87
"2025-04-09T09:00:00.000Z";"2025-04-09T09:15:00.000Z";39
"2025-04-09T09:15:00.000Z";"2025-04-09T09:30:00.000Z";52.62
"2025-04-09T09:30:00.000Z";"2025-04-09T09:45:00.000Z";13.79
"2025-04-09T09:45:00.000Z";"2025-04-09T10:00:00.000Z";26.78
"2025-04-09T11:30:00.000Z";"2025-04-09T11:45:00.000Z";14.05
"2025-04-09T11:45:00.000Z";"2025-04-09T12:00:00.000Z";55
"2025-04-09T12:00:00.000Z";"2025-04-09T12:15:00.000Z";24.89
"2025-04-09T15:15:00.000Z";"2025-04-09T15:30:00.000Z";23.29
"2025-04-09T15:30:00.000Z";"2025-04-09T15:45:00.000Z";42.11
"2025-04-09T16:15:00.000Z";"2025-04-09T16:30:00.000Z";10
"2025-04-09T16:30:00.000Z";"2025-04-09T16:45:00.000Z";29.6
"2025-04-09T17:00:00.000Z";"2025-04-09T17:15:00.000Z";55
"2025-04-09T17:30:00.000Z";"2025-04-09T17:45:00.000Z";18.82
"2025-04-09T19:00:00.000Z";"2025-04-09T19:15:00.000Z";57.37
"2025-04-09T19:30:00.000Z";"2025-04-09T19:45:00.000Z";40.06
"2025-04-09T19:45:00.000Z";"2025-04-09T20:00:00.000Z";39
"2025-04-09T20:00:00.000Z";"2025-04-09T20:15:00.000Z";47.61
"2025-04-09T20:15:00.000Z";"2025-04-09T20:30:00.000Z";39
"2025-04-09T21:00:00.000Z";"2025-04-09T21:15:00.000Z";25.76
"2025-04-09T21:15:00.000Z";"2025-04-09T21:30:00.000Z";34.48
"2025-04-09T21:30:00.000Z";"2025-04-09T21:45:00.000Z";30.4
"2025-04-09T22:00:00.000Z";"2025-04-09T22:15:00.000Z";26.85
"2025-04-09T23:00:00.000Z";"2025-04-09T23:15:00.000Z";46.28
"2025-04-09T23:45:00.000Z";"2025-04-10T00:00:00.000Z";38.25
"2025-04-10T00:00:00.000Z";"2025-04-10T00:15:00.000Z";8.17
"2025-04-10T00:30:00.000Z";"2025-04-10T00:45:00.000Z";14.93
"2025-04-10T00:45:00.000Z";"2025-04-10T01:00:00.000Z";72.06
"2025-04-10T01:00:00.000Z";"2025-04-10T01:15:00.000Z";138.5
"2025-04-10T01:15:00.000Z";"2025-04-10T01:30:00.000Z";24
"2025-04-10T01:30:00.000Z";"2025-04-10T01:45:00.000Z";42.48
"2025-04-10T01:45:00.000Z";"2025-04-10T02:00:00.000Z";112.63
"2025-04-10T02:00:00.000Z";"2025-04-10T02:15:00.000Z";138.51
"2025-04-10T02:45:00.000Z";"2025-04-10T03:00:00.000Z";90.88
"2025-04-10T03:00:00.000Z";"2025-04-10T03:15:00.000Z";185.83
"2025-04-10T03:30:00.000Z";"2025-04-10T03:45:00.000Z";70.75
"2025-04-10T03:45:00.000Z";"2025-04-10T04:00:00.000Z";125
"2025-04-10T04:00:00.000Z";"2025-04-10T04:15:00.000Z";228.73
"2025-04-10T04:30:00.000Z";"2025-04-10T04:45:00.000Z";166.06
"2025-04-10T05:00:00.000Z";"2025-04-10T05:15:00.000Z";205.94
"2025-04-10T07:00:00.000Z";"2025-04-10T07:15:00.000Z";183.81
"2025-04-10T07:15:00.000Z";"2025-04-10T07:30:00.000Z";193.82
"2025-04-10T07:30:00.000Z";"2025-04-10T07:45:00.000Z";261.73
"2025-04-10T09:00:00.000Z";"2025-04-10T09:15:00.000Z";83.86
"2025-04-10T09:30:00.000Z";"2025-04-10T09:45:00.000Z";135
"2025-04-10T10:00:00.000Z";"2025-04-10T10:15:00.000Z";62.41
"2025-04-10T10:15:00.000Z";"2025-04-10T10:30:00.000Z";107.86
"2025-04-10T11:00:00.000Z";"2025-04-10T11:15:00.000Z";52.24
"2025-04-10T11:15:00.000Z";"2025-04-10T11:30:00.000Z";110.95
"2025-04-10T11:45:00.000Z";"2025-04-10T12:00:00.000Z";87.82
"2025-04-10T12:00:00.000Z";"2025-04-10T12:15:00.000Z";74.6
"2025-04-10T13:30:00.000Z";"2025-04-10T13:45:00.000Z";60.32
"2025-04-10T13:45:00.000Z";"2025-04-10T14:00:00.000Z";327.21
"2025-04-10T14:30:00.000Z";"2025-04-10T14:45:00.000Z";47.26
"2025-04-10T14:45:00.000Z";"2025-04-10T15:00:00.000Z";64.7
"2025-04-10T15:15:00.000Z";"2025-04-10T15:30:00.000Z";39.79
"2025-04-10T15:30:00.000Z";"2025-04-10T15:45:00.000Z";93.15
"2025-04-10T15:45:00.000Z";"2025-04-10T16:00:00.000Z";40.67
"2025-04-10T16:00:00.000Z";"2025-04-10T16:15:00.000Z";95.99
"2025-04-10T17:30:00.000Z";"2025-04-10T17:45:00.000Z";96.66
"2025-04-10T17:45:00.000Z";"2025-04-10T18:00:00.000Z";231.61
"2025-04-10T18:30:00.000Z";"2025-04-10T18:45:00.000Z";19.98
"2025-04-10T18:45:00.000Z";"2025-04-10T19:00:00.000Z";82.3
"2025-04-10T19:00:00.000Z";"2025-04-10T19:15:00.000Z";32.93
"2025-04-10T19:30:00.000Z";"2025-04-10T19:45:00.000Z";44.92
"2025-04-10T22:00:00.000Z";"2025-04-10T22:15:00.000Z";88.04
"2025-04-10T22:15:00.000Z";"2025-04-10T22:30:00.000Z";55
"2025-04-10T22:30:00.000Z";"2025-04-10T22:45:00.000Z";159.19
"2025-04-10T22:45:00.000Z";"2025-04-10T23:00:00.000Z";294
"2025-04-10T23:00:00.000Z";"2025-04-10T23:15:00.000Z";203.84
"2025-04-10T23:15:00.000Z";"2025-04-10T23:30:00.000Z";294.01
"2025-04-10T23:45:00.000Z";"2025-04-11T00:00:00.000Z";55
"2025-04-11T00:00:00.000Z";"2025-04-11T00:15:00.000Z";34.25
"2025-04-11T00:15:00.000Z";"2025-04-11T00:30:00.000Z";154.46
"2025-04-11T00:30:00.000Z";"2025-04-11T00:45:00.000Z";210.17
"2025-04-11T00:45:00.000Z";"2025-04-11T01:00:00.000Z";39
"2025-04-11T01:00:00.000Z";"2025-04-11T01:15:00.000Z";155.9
"2025-04-11T01:15:00.000Z";"2025-04-11T01:30:00.000Z";252.5
"2025-04-11T02:30:00.000Z";"2025-04-11T02:45:00.000Z";88.03
"2025-04-11T03:30:00.000Z";"2025-04-11T03:45:00.000Z";112.58
"2025-04-11T03:45:00.000Z";"2025-04-11T04:00:00.000Z";63
"2025-04-11T04:00:00.000Z";"2025-04-11T04:15:00.000Z";70
"2025-04-11T04:30:00.000Z";"2025-04-11T04:45:00.000Z";26.89
"2025-04-11T04:45:00.000Z";"2025-04-11T05:00:00.000Z";126.84
"2025-04-11T05:15:00.000Z";"2025-04-11T05:30:00.000Z";97.98
"2025-04-11T05:30:00.000Z";"2025-04-11T05:45:00.000Z";208.01
"2025-04-11T06:00:00.000Z";"2025-04-11T06:15:00.000Z";190
"2025-04-11T07:00:00.000Z";"2025-04-11T07:15:00.000Z";44.3
"2025-04-11T18:00:00.000Z";"2025-04-11T18:15:00.000Z";217.7
"2025-04-11T18:15:00.000Z";"2025-04-11T18:30:00.000Z";201.86
"2025-04-11T18:30:00.000Z";"2025-04-11T18:45:00.000Z";194.1
"2025-04-11T19:15:00.000Z";"2025-04-11T19:30:00.000Z";147.08
"2025-04-11T20:00:00.000Z";"2025-04-11T20:15:00.000Z";149.13
"2025-04-11T20:15:00.000Z";"2025-04-11T20:30:00.000Z";100.46
"2025-04-11T21:00:00.000Z";"2025-04-11T21:15:00.000Z";52.25
"2025-04-11T22:00:00.000Z";"2025-04-11T22:15:00.000Z";26.9
"2025-04-11T22:45:00.000Z";"2025-04-11T23:00:00.000Z";17.41
"2025-04-11T23:00:00.000Z";"2025-04-11T23:15:00.000Z";22.4
"2025-04-11T23:15:00.000Z";"2025-04-11T23:30:00.000Z";14.11
"2025-04-11T23:30:00.000Z";"2025-04-11T23:45:00.000Z";9.46
"2025-04-11T23:45:00.000Z";"2025-04-12T00:00:00.000Z";15.74
"2025-04-12T00:00:00.000Z";"2025-04-12T00:15:00.000Z";35.85
"2025-04-12T00:15:00.000Z";"2025-04-12T00:30:00.000Z";44.7
"2025-04-12T00:30:00.000Z";"2025-04-12T00:45:00.000Z";67.17
"2025-04-12T00:45:00.000Z";"2025-04-12T01:00:00.000Z";51.85
"2025-04-12T01:00:00.000Z";"2025-04-12T01:15:00.000Z";60.81
"2025-04-12T01:15:00.000Z";"2025-04-12T01:30:00.000Z";43.53
"2025-04-12T02:15:00.000Z";"2025-04-12T02:30:00.000Z";35.52
"2025-04-12T02:30:00.000Z";"2025-04-12T02:45:00.000Z";67.11
"2025-04-12T02:45:00.000Z";"2025-04-12T03:00:00.000Z";26.1
"2025-04-12T03:00:00.000Z";"2025-04-12T03:15:00.000Z";26.1
"2025-04-12T04:30:00.000Z";"2025-04-12T04:45:00.000Z";38.33
"2025-04-12T04:45:00.000Z";"2025-04-12T05:00:00.000Z";76.87
"2025-04-12T05:00:00.000Z";"2025-04-12T05:15:00.000Z";87.5
"2025-04-12T05:30:00.000Z";"2025-04-12T05:45:00.000Z";11.65
"2025-04-12T05:45:00.000Z";"2025-04-12T06:00:00.000Z";40.22
"2025-04-12T06:00:00.000Z";"2025-04-12T06:15:00.000Z";13.78
"2025-04-12T06:15:00.000Z";"2025-04-12T06:30:00.000Z";19.06
"2025-04-12T06:30:00.000Z";"2025-04-12T06:45:00.000Z";33.29
"2025-04-12T07:15:00.000Z";"2025-04-12T07:30:00.000Z";3.98
"2025-04-12T07:30:00.000Z";"2025-04-12T07:45:00.000Z";13.43
"2025-04-12T08:00:00.000Z";"2025-04-12T08:15:00.000Z";23.1
"2025-04-12T08:15:00.000Z";"2025-04-12T08:30:00.000Z";34.27
"2025-04-12T10:00:00.000Z";"2025-04-12T10:15:00.000Z";30.96
"2025-04-12T11:00:00.000Z";"2025-04-12T11:15:00.000Z";11.71
"2025-04-12T11:15:00.000Z";"2025-04-12T11:30:00.000Z";29.43
"2025-04-12T12:30:00.000Z";"2025-04-12T12:45:00.000Z";27.65
"2025-04-12T13:30:00.000Z";"2025-04-12T13:45:00.000Z";40.72
